rank,vectorizer_id,vectorizer_name,vectorizer_family,vectorizer_complexity,classifier_id,classifier_name,classifier_family,classifier_complexity,pipeline_id,status,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,train_time_sec,prediction_time_sec,model_size_kb,performance_score,efficiency_score,suitability_score,final_score,error
83,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,logreg_balanced,Logistic Regression Balanced,linear,low,tfidf_bigram__logreg_balanced,completed,0.3,0.287962962962963,0.29125,0.3055555555555555,0.29365079365079366,0.01035308837890625,0.001966238021850586,50.97265625,29.146527777777777,98.80045406341553,100,60.790681090460886,
84,tfidf_char,Character TF-IDF,char_tfidf,medium,passive_aggressive,Passive Aggressive Classifier,online_margin,medium,tfidf_char__passive_aggressive,completed,0.4,0.38413547237076645,0.3798128342245989,0.40454545454545454,0.41269841269841273,0.03455400466918945,0.0055904388427734375,286.072265625,38.74532085561497,93.73580432891846,70,60.55708733637193,
85,tfidf_char,Character TF-IDF,char_tfidf,medium,sgd_log,SGDClassifier Logistic Loss,sgd,medium,tfidf_char__sgd_log,completed,0.4,0.38413547237076645,0.3798128342245989,0.40454545454545454,0.41269841269841273,0.03621649742126465,0.0073299407958984375,286.03515625,38.74532085561497,93.6222014427185,70,60.534366759131935,
86,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,multinomial_nb,Multinomial Naive Bayes,naive_bayes,low,tfidf_bigram__multinomial_nb,completed,0.3,0.27481146304675713,0.278552036199095,0.2722222222222222,0.29365079365079366,0.005523681640625,0.0012941360473632812,69.4619140625,28.166968325791853,98.49997146606447,100,60.191826872398416,
87,tfidf_char,Character TF-IDF,char_tfidf,medium,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_char__complement_nb,completed,0.35,0.3512820512820513,0.34884615384615386,0.3666666666666667,0.35714285714285715,0.0328524112701416,0.008785247802734375,442.0556640625,35.05961538461539,90.43465738296509,85,60.11971993813148,
88,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,linear_svc,LinearSVC,margin_based,medium,tfidf_svd__linear_svc,completed,0.45,0.46068376068376066,0.4587179487179488,0.47222222222222215,0.4523809523809524,0.01927947998046875,0.0032448768615722656,,45.77179487179487,79.68963050842285,55,59.362413281171754,
89,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_bigram__sgd_hinge,completed,0.3,0.2914529914529915,0.2906410256410257,0.28690476190476194,0.30158730158730157,0.01609659194946289,0.002222299575805664,51.119140625,29.346794871794874,98.74769966125488,85,58.64027711173816,
90,tfidf_char,Character TF-IDF,char_tfidf,medium,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_char__sgd_hinge,completed,0.35,0.3449197860962567,0.34451871657754013,0.3742424242424242,0.35714285714285715,0.03957796096801758,0.006144046783447266,286.056640625,34.6129679144385,93.67275661468506,70,58.27168367587819,
91,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_bigram__complement_nb,completed,0.25,0.24155844155844156,0.24454545454545454,0.2392857142857143,0.24603174603174605,0.005220890045166016,0.0013353824615478516,75.7431640625,24.411688311688312,98.37368843078613,100,58.1011662575858,
92,tfidf_char_wb,Character WB TF-IDF,char_wb_tfidf,medium,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_char_wb__sgd_hinge,completed,0.3,0.2982905982905983,0.2998717948717949,0.3074074074074074,0.30158730158730157,0.025491714477539062,0.0050945281982421875,202.337890625,29.89551282051282,95.49462020874023,70,56.0414560930301,
93,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,logreg_balanced,Logistic Regression Balanced,linear,low,tfidf_svd__logreg_balanced,completed,0.35,0.3490675990675991,0.35743006993007,0.36296296296296293,0.3412698412698412,0.045767784118652344,0.0073909759521484375,,35.055506993007,79.28193473815918,70,55.63691579378569,
94,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_svd__complement_nb,completed,0.3,0.24019607843137256,0.25220588235294117,0.2074074074074074,0.2857142857142857,0.036978960037231445,0.007226705551147461,,25.69485294117647,79.34452390670776,70,50.501073898988615,
95,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,multinomial_nb,Multinomial Naive Bayes,naive_bayes,low,tfidf_svd__multinomial_nb,completed,0.3,0.22923976608187133,0.24070175438596492,0.19444444444444442,0.2857142857142857,0.02189350128173828,0.007268667221069336,,24.864912280701756,79.43251895904541,70,50.06220554619505,
96,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,random_forest_small,Small Random Forest,tree_based,high,tfidf_svd__random_forest_small,completed,0.35,0.3063973063973064,0.31262626262626264,0.3015151515151515,0.3412698412698412,0.16450047492980957,0.005942344665527344,,31.823232323232325,78.6564564704895,40,49.23406907187568,
97,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,bernoulli_nb,Bernoulli Naive Bayes,naive_bayes,low,tfidf_svd__bernoulli_nb,completed,0.35,0.1728395061728395,0.18148148148148147,0.11666666666666665,0.3333333333333333,0.050132036209106445,0.007612705230712891,,21.84259259259259,79.24244546890259,70,48.361915019706444,
98,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,sgd_log,SGDClassifier Logistic Loss,sgd,medium,tfidf_svd__sgd_log,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.022894859313964844,0.005276203155517578,,25.030075187969924,79.54605865478516,55,47.92575308434049,
99,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,passive_aggressive,Passive Aggressive Classifier,online_margin,medium,tfidf_svd__passive_aggressive,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.04526162147521973,0.005437612533569336,,25.030075187969924,79.40217351913452,55,47.89697605721037,
100,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_svd__sgd_hinge,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.05540657043457031,0.0073812007904052734,,25.030075187969924,79.22468852996826,55,47.86147905937711,
